Accession Number,Collector Number,Genus,Species,Habitat,Determined By,UUID
A93056,PTM1518,Sporolithon,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",B12895A5-76DF-D54E-B56E-5715F0C46C90
A93057,PTM1519,Corallina,caespitosa,Low intertidal,"Patrick T. Martone, Katharine R. Hind",AD162C17-A03F-3641-B95A-88BD3A251D2F
A93058,PTM1520,Coralline,NA,Low intertidal,"Patrick T. Martone, Katharine R. Hind",D40BD5BC-69AE-7E4A-88DC-6AA029C262AE
A93059,PTM1521,Coralline,NA,Low intertidal,"Patrick T. Martone, Katharine R. Hind",858B1479-1B9A-0846-BFEF-E332D46A8149
A93060,PTM1522,Coralline,NA,Low intertidal,"Patrick T. Martone, Katharine R. Hind",43C3359A-55D6-A542-9D4F-66CF009E1363
A93061,PTM1523,Coralline,NA,Low intertidal,"Patrick T. Martone, Katharine R. Hind",C34C7F8E-57F7-C741-8319-6D073D493FB7
A93062,PTM1524,Coralline,NA, ,"Patrick T. Martone, Katharine R. Hind",F5BCD79C-A9AB-8C4E-96C5-DE64C4EEDDF6
A93063,PTM1525,Coralline,NA, ,"Patrick T. Martone, Katharine R. Hind",27AF0BC4-B7D1-FC43-977B-13495E73D3AE
A93064,PTM1526,Coralline,NA, ,"Patrick T. Martone, Katharine R. Hind",5AABB0C0-6947-2D42-9E0A-5BD905655E7A
A93065,PTM1527,Coralline,NA, ,"Patrick T. Martone, Katharine R. Hind",BBBC8CAA-ADA3-7245-A88C-7E4A0DE1487C
A93066,PTM1528,Coralline,NA, ,"Patrick T. Martone, Katharine R. Hind",B1B22FFA-4498-F24E-8A2C-B5CFB99101E3
A93067,PTM1529,Coralline,NA, ,"Patrick T. Martone, Katharine R. Hind",07003A1E-6300-6A4C-98F5-C1527A1EA0B1
A93068,PTM1530,Coralline,NA, ,"Patrick T. Martone, Katharine R. Hind",534649E3-798A-A144-AAAF-795D27D98518
A93069,PTM1531,Ahnfeltiopsis,sp., ,"Patrick T. Martone, Katharine R. Hind",B6266364-2D08-684D-80E6-DCA2233FAE7A
A93692,PTM1532,Lithophyllum,laeve, ,Patrick T. Martone,5A9E7A78-C6E0-A747-9D7F-43E7D4E7B076
A93693,PTM1533,Lithophyllum,laeve, ,Patrick T. Martone,7ADE8418-F43E-C546-BEAE-5A9D3C0741A4
A93694,PTM1534,Lithophyllum,laeve, ,Patrick T. Martone,35A7A802-5A7A-6745-91A5-A00578A3E5E4
A93349,PTM1395,Liagora,orientalis, ,Patrick T. Martone,3AD13809-3398-5C4E-8196-A88DFBF4B3C9
A93350,PTM1396,Amansia,fimbrifolia, ,Patrick T. Martone,7D215A8F-9EB1-3A45-A130-541085D1C743
A93351,PTM1398,Tricleocarpa,fragilis,Base of rocks near sand,Patrick T. Martone,550E813C-5D03-CB4D-A767-916DA93A7F39
A93352,PTM1296,Hymenena,sp.,Low mid intertidal,Patrick T. Martone,EA85A582-8C50-2144-BD96-AE83A7A1DABB
A93353,PTM957,Phymatolithon,sp.,Subtidal ,Patrick T. Martone,A9B66706-DE20-0A4A-BDB3-609AF22C9C28
A93354,PTM958,Phymatolithon,sp.,Subtidal ,Patrick T. Martone,FB8D4FDD-1D08-5144-B73D-568C95C81615
A93355,PTM959,Callophyllis,sp.,Drift ,Patrick T. Martone,D4130517-34C1-9F4E-A7BD-4C3864865D92
A93356,PTM960,Gloiocladia,sp.,Drift ,Patrick T. Martone,45693E31-DDC3-954E-AC96-70F9F2523564
A93572,PTM961,Halopteris,sp.,Drift ,Erasmo Macaya,1FDA8AA8-0A59-6645-9A82-D047931A6C01
A93573,PTM962,Hymenena,sp.,Drift ,Patrick T. Martone,B09839CD-83C0-1748-B145-AD4FAAC5F16C
A93574,PTM963,Callophyllis,sp.,Drift ,Patrick T. Martone,50A94124-8C06-5A41-9654-90FE7D3011EB
A93575,PTM964,Callophyllis,atrosanguinea,Drift ,Patrick T. Martone,A78E63B7-A79E-364C-AD98-5D79C1A16A6C
A93576,PTM1185,Batrachospermum,turfosum,Fresh water stream,Patrick T. Martone,BFDB8509-D8BC-2242-8736-CB9D9DF46AD2
A93577,PTM1189,Cryptopleura,ruprechtiana,Subtidal ,Patrick T. Martone,B8D26B86-EDE5-2344-B957-1A7CDD658606
A93578,PTM97,Neorhodomela,oregona,"High intertidal, in tidepool",Patrick T. Martone,EF3D08E8-08FB-654F-8145-701227BA73C6
A93579,PTM100,Neoptilota,hypnoides,Vertical wall under Phyllospadix,Patrick T. Martone,80559721-A6FC-1641-A420-4D5870C680F7
A93580,PTM101,Gloiocladia,laciniata,Vertical wall under Phyllospadix,Patrick T. Martone,35592A15-5BC7-A745-B3F3-9C908CAC68DE
A93581,PTM102,Polyneura,latissima,Vertical wall under Phyllospadix,Patrick T. Martone,0947E2C6-1534-DD42-8994-6FBFD1C63D5F
A93582,PTM103,Opuntiella,californica,Vertical wall under Phyllospadix,Patrick T. Martone,FB1B705D-019C-8240-B052-460EA871D9D6
A93583,PTM124,Mazzaella,sanguinea,Low intertidal near Phyllospadix,Patrick T. Martone,A940557E-C221-3A49-95CC-ED0F039EE424
A93584,PTM125,Opuntiella,californica,Subtidal ,Patrick T. Martone,38C2D7D1-B9B1-4346-B395-75901AF3EF67
A93585,PTM126,Mazzaella,phyllocarpa,Lower intertidal with Hedophyllum,Patrick T. Martone,EF81BE16-A829-684E-80B6-E87B4FF54ACD
A93586,PTM1535,Trentepohlia,sp.,Under waterfall,Patrick T. Martone,E8C69C2B-7081-9B4A-A729-7BBF92A4B600
A93587,PTM1536,Scytosiphon,lomentaria, ,Sandra C. Lindstrom,E4E80842-7D5B-614A-A1C2-D29FD1AFCB1C
A93588,PTM1537,Prasiola,sp.,High intertidal,Kyra G. Janot,E197EF9A-A5A2-FE46-BFAF-E3039498CFB6
A93589,PTM1538,Prasiola,sp.,High intertidal,Kyra G. Janot,27A07689-E46B-3D4B-8612-493F506C3E3F
A93590,PTM1543,Trentepohlia,flava, ,Sam M. Starko,C7855345-6115-ED42-A6ED-A8B0C41EA1C4
A93591,PTM1545,Saccharina,groenlandica, ,Sam M. Starko,52717700-2763-6540-8156-45D5E49C723B
A93592,PTM1550,Colpomenia,bullosa,Low intertidal,Patrick T. Martone,757C042A-FC33-E240-B876-00B1D5C14146
A93593,PTM1556,Melanosiphon,sp.,Edge of small pool; near Fucus sp. and Endocladia sp.; high intertidal,Patrick T. Martone,E582F254-ACAA-804D-A7CE-283D3989E46B
A93594,PTM1558,Petrospongium,rugosum,In channel; by Endocladia sp.,Patrick T. Martone,38CD6CE2-3BF9-A847-9DB5-7ABEEB54DCC7
A93595,PTM1708,Alaria,marginata, ,Sam M. Starko,D7CDC9F0-C4EE-6641-BE99-899038F0ABDE
A93596,PTM1714,Ralfsia,sp.,Mid intertidal,Patrick T. Martone,D2481447-D1D3-8948-8F66-4E9CC5914AD7
A93597,PTM1715,Scytosiphon,sp.,Low intertidal,Patrick T. Martone,9732AA64-9967-954A-A65D-5ADFB50AC3DF
A93598,PTM1718,Petrospongium,sp., ,Paul W. Gabrielson,D6D222A1-7FB0-7C48-9E42-E041328DD73E
A93931,PTM1725,Corallina,arbuscula,Low intertidal,Patrick T. Martone,2533D6ED-811F-A44D-8067-78F28C081798
A93932,PTM1986,Chiharaea,bodegensis,Low intertidal,Patrick T. Martone,9FE00EF6-CEFF-0D4D-B621-E3E6AC88389F
A93971,PTM1743,Bossiella,mayae,Low intertidal,Patrick T. Martone,B86EECAC-41B8-914D-9665-6BDA6D9EF948
A93972,PTM1744,Bossiella,mayae,Low intertidal,Patrick T. Martone,40782C86-70CE-1244-8F68-835EE6A182DC
A93973,PTM1745,Bossiella,mayae,Low intertidal,Patrick T. Martone,16F1AF5F-8320-0346-9CAE-5E7F7DE38105
A93974,PTM1746,Bossiella,mayae,Low intertidal,Patrick T. Martone,7FC7223F-EB00-C344-91BC-2C22F4BF0D48
A93975,PTM1747,Lithophyllum,sp.1,Low intertidal,Patrick T. Martone,966ADBAE-DC18-B84C-A658-6C4411AE3A77
A93976,PTM1748,Lithophyllum,sp.1,Low intertidal,Patrick T. Martone,9EFF27F8-809A-7748-A27D-36B93044FB41
A93977,PTM1749,Bossiella,mayae,Low intertidal,Patrick T. Martone,6A7605C8-BC1E-0D4E-8E96-C22E12197CC9
A93978,PTM1750,Lithophyllum,sp.1,Low intertidal,Patrick T. Martone,AF9419BF-C065-3545-9645-88296909F7CE
A93979,PTM1751,Bossiella,mayae,Low intertidal,Patrick T. Martone,25781E56-E2B3-8C4B-9755-8B8F0AF6CFFA
A93980,PTM1752,Bossiella,mayae,Low intertidal,Patrick T. Martone,ED60A81E-3EC2-1541-9FEA-6DBB93894148
A93981,PTM1753,Lithophyllum,sp.,Low intertidal,Patrick T. Martone,1B93B613-92E5-7141-B490-405764B8EE17
A93982,PTM1754,Lithophyllum,sp.1,Low intertidal,Patrick T. Martone,2A03B70A-EAB7-FD49-8FEF-400E99C37619
A93983,PTM1755,Lithophyllum,sp.1,Low intertidal,Patrick T. Martone,56D68318-D6D4-634D-87C6-4D3D2FB47001
A93984,PTM1756,Lithothamnion,phymatodeum,Low intertidal,Patrick T. Martone,40129343-C7B5-8A4C-8E0F-D01E2B9B8E61
A93985,PTM1759,Lithothamnion,phymatodeum,Low intertidal,Patrick T. Martone,95D492D4-1953-174B-9284-642086B529D8
A93224,PTM1586,Lithophyllum,dispar,Lower mid intertidal,Patrick T. Martone,F85F2EEA-1770-9346-AADC-E16A66A89F2E
A93226,PTM1588,Corallina,frondescens,Low intertidal under overhanging rock,Patrick T. Martone,2B0ED6DE-704D-2D41-9C33-61ABA2CA562B
A93227,PTM1589,Neopolyporolithon,reclinatum,Low intertidal,Patrick T. Martone,E2F1F1C3-7116-9C4A-95B1-73FC2F66E756
A93228,PTM1590,Pseudolithophyllum,sp.,Subtidal covered by Platysiphonia decumbens,Patrick T. Martone,081FDE7C-5C34-3348-B73B-2BCEBCCC73AF
A93229,PTM1591,Bossiella,hakaiensis,Low intertidal under Saccharina sessilis,Patrick T. Martone,CE9D47A9-12CA-2247-A328-AE46392A3792
A93230,PTM1592,Bossiella,sp.,"Mid intertidal, in tidepool",Patrick T. Martone,395FB192-1BC8-A946-9655-ED9B897E8884
A93231,PTM1593,Bossiella,californica,Low intertidal under Saccharina sessilis,Patrick T. Martone,A7B52BC9-7FF9-5E44-8A9D-646FAA46C2C7
A93232,PTM1594,Bossiella,californica,Low intertidal under Saccharina sessilis,Patrick T. Martone,8BB1864B-4949-8448-B5E3-936EE2059683
A93233,PTM1595,Neopolyporolithon,reclinatum,"Low intertidal, in tidepool",Patrick T. Martone,AA3018CD-1DC9-8040-B9D8-DCF69EC22CB0
A93234,PTM1597,Chiharaea,americana,Subtidal ,Patrick T. Martone,6AD68A62-9BAA-6A42-85AA-73E7DD3F5029
A93235,PTM1598,Crusticorallina,adhaerens,Subtidal ,Patrick T. Martone,5917F01D-4230-C24E-A87A-8062DE1FA8F4
A93236,PTM1599,Lithothamnion,phymatodeum,"Subtidal, overgrowing shell",Patrick T. Martone,B193663A-4ECF-6442-8044-6BCD262254BE
A93237,PTM1600,Calliarthron,tuberculosum,Subtidal in Nereocystis bed,Patrick T. Martone,358027EE-BE6F-4141-928B-99C202770CFB
A93238,PTM1601,Neopolyporolithon,reclinatum,Subtidal ,Patrick T. Martone,33C69CFA-1AB6-7A45-B6B0-CD438AE85957
A93239,PTM1602,Bossiella,reptans,Subtidal under Nereocystis,Patrick T. Martone,85AD696E-B90C-3048-B8BF-0B531BB01447
A93240,PTM1603,Bossiella,sp.,Subtidal under Nereocystis,Patrick T. Martone,64AF430F-3AE7-4B42-BE3D-F7515B47D3F5
A93241,PTM1604,Bossiella,schmittii,Subtidal under Nereocystis,Patrick T. Martone,F2514D05-BB1B-044A-B482-83BFB5114703
A93243,PTM1606,Lithothamnion,phymatodeum,Subtidal ,Patrick T. Martone,A637184E-4BFE-DF4A-8240-29AD5FFDCF2B
A93245,PTM1608,Chiharaea,americana,Subtidal overgrowing shells,Patrick T. Martone,FD586B19-7DC3-A64E-BDE4-AEF06C3FCDD7
A93248,PTM1611,Lithothamnion,phymatodeum,Subtidal with Chiharaea americana,Patrick T. Martone,0B251974-DC87-4E46-9D63-C879F8B53C9B
A93249,PTM1612,Crusticorallina,adhaerens,Subtidal in Macrocystis bed,Patrick T. Martone,9DEC3F94-EA3D-7743-8879-F65E9A31D959
A93283,PTM1646,Bossiella,schmittii,Subtidal ,Patrick T. Martone,1E441490-E97B-614B-B352-8B213BF60322
A93284,PTM1647,Crusticorallina,adhaerens,Subtidal ,Patrick T. Martone,DD565849-485C-8F41-B6C2-B10C31FC3740
A93285,PTM1648,Coralline,NA,Subtidal ,Patrick T. Martone,74306D3F-1596-9A49-B8C1-FA5628212BD4
A93292,PTM1655,Calliarthron,tuberculosum,Subtidal ,Patrick T. Martone,5517C744-6CB8-F54A-B224-198199F1E294
A93294,PTM1657,Corallina,sp.,Subtidal ,Lauran Liggan,ADC199F5-0713-C148-85E8-4E04C3795FC5
A93295,PTM1658,Mesophyllum,vancouveriense,Subtidal ,Patrick T. Martone,4AA340D4-CE38-1F45-9735-6DE9CC31CD54
A93296,PTM1659,Crusticorallina,painei,Subtidal in bedrock urchin barren,Patrick T. Martone,9B233A1E-2EB0-D04B-819F-8F640AD9A75D
A93297,PTM1660,Coralline,NA,Subtidal ,Patrick T. Martone,460171FC-B52C-134C-9864-CA45B50B2BEA
A93298,PTM1661,Coralline,NA,Subtidal in bedrock urchin barren,Patrick T. Martone,F7CA2810-DC03-0246-826C-7DFCFFE9FF9F
A93299,PTM1662,Bossiella,orbigniana,Subtidal in Nereocystis forest,Patrick T. Martone,DB6D26D8-A470-0E47-BABE-6E0204DC8B1E
A93300,PTM1663,Bossiella,sp.,Subtidal ,Patrick T. Martone,797BEE0F-CF7A-474E-A1DB-E1E7D1AEFBD7
A93301,PTM1664,Bossiella,sp.,Subtidal ,Patrick T. Martone,89B568D9-F135-5A48-97EB-56C4DF369652
A93303,PTM1671,Bossiella,frondifera,"Subtidal, Macrocystis forest",Patrick T. Martone,77A6F19B-9AB9-0345-B765-B123FFB0C307
A93304,PTM1672,Bossiella,sp.,"Subtidal, Macrocystis forest",Lauran Liggan,6CD67957-4221-FC47-9554-367DAAB39E41
A93305,PTM1673,Bossiella,sp.,"Subtidal, Macrocystis forest",Lauran Liggan,6E52629B-9394-1449-8A87-0051DA8E54BD
A93306,PTM1674,Bossiella,sp.,"Subtidal, Macrocystis forest",Lauran Liggan,CA9739BE-D23F-3B48-8D14-46332A128EA3
A93307,PTM1675,Bossiella,sp.,"Subtidal, Macrocystis forest",Lauran Liggan,C518A47F-6006-934E-94E2-ED08E3EEBAF4
A93309,PTM1677,Bossiella,sp.,"Subtidal, Macrocystis forest",Lauran Liggan,4C9A7235-7FCE-E945-9093-F4A4E0917282
A93310,PTM1678,Bossiella,sp.,"Subtidal, Macrocystis forest",Lauran Liggan,1CAEB73A-BED0-5648-87FA-2D89F9C531FD
A93311,PTM1679,Corallina,vancouveriensis,"Subtidal, Macrocystis forest",Lauran Liggan,1DF588D1-E1D9-1F4B-9B3B-2574EF747A7B
A93986,PTM1547,Bossiella,hakaiensis,Low mid intertidal,Patrick T. Martone,4168666A-E875-3144-9A45-8E1985FE5967
A93987,PTM1548,Crusticorallina,muricata, ,Patrick T. Martone,FE8FA69C-772F-AF41-8F40-4619CAAA1981
A93988,PTM1549,Lithophyllum,sp.,Drift ,Patrick T. Martone,D588DD9B-C539-4648-B7A2-C2C4D3C69747
A93989,PTM1551,Coralline,NA, ,Patrick T. Martone,658D0806-53A3-DF4C-82B6-1F941E545CC4
A93990,PTM1552,Coralline,NA, ,Patrick T. Martone,A3B256DC-6BED-4E43-A5D1-1DEEE0F1582D
A93991,PTM1553,Pseudolithophyllum,whidbeyense, ,Patrick T. Martone,82C14C66-1AED-9248-B72F-CAC5911707F0
A93992,PTM1555,Bossiella,plumosa, ,Patrick T. Martone,13625DFF-367A-D34A-9A29-F1040A51DF38
A93993,PTM1559,Corallina,vancouveriensis, ,Patrick T. Martone,5CC65264-5587-3E48-9743-C3E8CD7B52B7
A93994,PTM1560,Corallina,sp.,Tidepool; high intertidal,Patrick T. Martone,DAB796F1-D998-8249-9846-D5C32DCAD1A8
A93995,PTM1705,Bossiella,plumosa, ,Patrick T. Martone,0D0F7647-A6B3-1E43-A157-7BDFE953AFAD
A93996,PTM1709,Neopolyporolithon,reclinatum, ,Patrick T. Martone,45E9E3CD-17F7-3A4B-B904-74BB680C35E9
A93997,PTM1710,Neopolyporolithon,reclinatum,Low intertidal,Patrick T. Martone,C9EA216F-D59E-064B-B763-82C49A5B32CC
